
---------- Begin Simulation Statistics ----------
sim_seconds                                 32.018700                       # Number of seconds simulated
system.mem_ctrls.bw_total::cpu0.inst            22451                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu0.data          1114789                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu1.inst             2177                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu1.data        567987924                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu2.inst           722258                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu2.data          2303740                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::total            980519116                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.readReqs                   286243847                       # Number of read requests accepted
system.mem_ctrls.writeReqs                  204302210                       # Number of write requests accepted
system.mem_ctrls.readBursts                 286243847                       # Number of DRAM read bursts, including those serviced by the write queue
system.mem_ctrls.writeBursts                204302210                       # Number of DRAM write bursts, including those merged in the write queue
system.mem_ctrls.bytesReadDRAM            18319367424                       # Total number of bytes read from DRAM
system.mem_ctrls.bytesReadWrQ                  238784                       # Total number of bytes read from write queue
system.mem_ctrls.bytesWritten             13075319872                       # Total number of bytes written to DRAM
system.mem_ctrls.bytesReadSys             18319606208                       # Total read bytes from the system interface side
system.mem_ctrls.bytesWrittenSys          13075341440                       # Total written bytes from the system interface side
system.mem_ctrls.servicedByWrQ                   3731                       # Number of DRAM read bursts serviced by the write queue
system.mem_ctrls.mergedWrBursts                   309                       # Number of DRAM write bursts merged with an existing one
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write
system.mem_ctrls.perBankRdBursts::0          17956333                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::1          17974531                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::2          17914113                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::3          17863059                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::4          17861475                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::5          17900620                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::6          17854473                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::7          17884642                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::8          17927709                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::9          17867689                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::10         17833259                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::11         17843207                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::12         17854247                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::13         17878147                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::14         17922977                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::15         17903635                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::0          12767344                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::1          12763867                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::2          12792171                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::3          12762702                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::4          12756813                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::5          12757831                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::6          12754147                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::7          12758804                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::8          12762424                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::9          12760194                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::10         12758231                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::11         12757549                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::12         12766054                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::13         12772166                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::14         12812919                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::15         12798657                       # Per bank write bursts
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry
system.mem_ctrls.totGap                  32018700118244                       # Total gap between requests
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::6             286243847                       # Read request sizes (log2)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::6            204302210                       # Write request sizes (log2)
system.mem_ctrls.rdQLenPdf::0               227873470                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::1                58040584                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::2                  310722                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::3                   14210                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::4                     746                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::5                     297                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::6                      87                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::15                1076483                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::16                1288694                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::17                9186390                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::18               12704371                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::19               12691974                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::20               12787597                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::21               12858445                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::22               12898947                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::23               12772562                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::24               12847367                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::25               12977697                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::26               12713505                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::27               12869287                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::28               12792897                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::29               12824001                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::30               12976609                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::31               12817966                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::32               13180525                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::33                  35513                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::34                    770                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::35                    175                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::36                     64                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::37                     26                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::38                     14                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::39                      6                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::40                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::41                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::42                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::43                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::44                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::45                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::46                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::47                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::48                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::49                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::50                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::51                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::52                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::53                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::54                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::55                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::56                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::57                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::58                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see
system.mem_ctrls.bytesPerActivate::samples    126642675                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::mean    247.899748                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::gmean   178.095554                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::stdev   211.351451                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::0-127     35126676     27.74%     27.74% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::128-255     40758222     32.18%     59.92% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::256-383     19561292     15.45%     75.37% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::384-511     14034236     11.08%     86.45% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::512-639      7537802      5.95%     92.40% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::640-767      4365502      3.45%     95.85% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::768-895      2573192      2.03%     97.88% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::896-1023      1279062      1.01%     98.89% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::1024-1151      1406691      1.11%    100.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::total    126642675                       # Bytes accessed per row activation
system.mem_ctrls.rdPerTurnAround::samples     12602774                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::mean      22.455873                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::gmean     21.804692                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::stdev     96.861175                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::0-8191     12602646    100.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::8192-16383           73      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::16384-24575           34      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::24576-32767            8      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::32768-40959            7      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::40960-49151            2      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::49152-57343            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::65536-73727            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::114688-122879            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::212992-221183            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::total      12602774                       # Reads before turning the bus around for writes
system.mem_ctrls.wrPerTurnAround::samples     12602774                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::mean      16.210865                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::gmean     16.198710                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::stdev      0.653039                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::16         11299730     89.66%     89.66% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::17           177522      1.41%     91.07% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::18           947351      7.52%     98.59% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::19           131794      1.05%     99.63% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::20            42190      0.33%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::21             4034      0.03%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::22              125      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::23               24      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::24                3      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::27                1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::total      12602774                       # Writes before turning the bus around for reads
system.mem_ctrls.totQLat                 6347295215476                       # Total ticks spent queuing
system.mem_ctrls.totMemAccLat            11714297390476                       # Total ticks spent from burst creation until serviced by the DRAM
system.mem_ctrls.totBusLat               1431200580000                       # Total ticks spent in databus transfers
system.mem_ctrls.avgQLat                     22174.72                       # Average queueing delay per DRAM burst
system.mem_ctrls.avgBusLat                    5000.00                       # Average bus latency per DRAM burst
system.mem_ctrls.avgMemAccLat                40924.72                       # Average memory access latency per DRAM burst
system.mem_ctrls.avgRdBW                       572.15                       # Average DRAM read bandwidth in MiByte/s
system.mem_ctrls.avgWrBW                       408.37                       # Average achieved write bandwidth in MiByte/s
system.mem_ctrls.avgRdBWSys                    572.15                       # Average system read bandwidth in MiByte/s
system.mem_ctrls.avgWrBWSys                    408.37                       # Average system write bandwidth in MiByte/s
system.mem_ctrls.peakBW                      12800.00                       # Theoretical peak bandwidth in MiByte/s
system.mem_ctrls.busUtil                         7.66                       # Data bus utilization in percentage
system.mem_ctrls.busUtilRead                     4.47                       # Data bus utilization in percentage for reads
system.mem_ctrls.busUtilWrite                    3.19                       # Data bus utilization in percentage for writes
system.mem_ctrls.avgRdQLen                       1.22                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                      25.72                       # Average write queue length when enqueuing
system.mem_ctrls.readRowHits                200529953                       # Number of row buffer hits during reads
system.mem_ctrls.writeRowHits               163369360                       # Number of row buffer hits during writes
system.mem_ctrls.readRowHitRate                 70.06                       # Row buffer hit rate for reads
system.mem_ctrls.writeRowHitRate                79.96                       # Row buffer hit rate for writes
system.mem_ctrls.avgGap                      65271.55                       # Average gap between requests
system.mem_ctrls.pageHitRate                    74.18                       # Row buffer hit rate, read and write combined
system.mem_ctrls_0.actEnergy             452896554600                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_0.preEnergy             240720223755                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_0.readEnergy            1022514016440                       # Energy for read commands per rank (pJ)
system.mem_ctrls_0.writeEnergy           533033404380                       # Energy for write commands per rank (pJ)
system.mem_ctrls_0.refreshEnergy         2490278497200.000488                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_0.actBackEnergy         3413006882040                       # Energy for active background per rank (pJ)
system.mem_ctrls_0.preBackEnergy          66487528800                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_0.actPowerDownEnergy    10496340453750                       # Energy for active power-down per rank (pJ)
system.mem_ctrls_0.prePowerDownEnergy    271281936480                       # Energy for precharge power-down per rank (pJ)
system.mem_ctrls_0.selfRefreshEnergy     165219371370                       # Energy for self refresh per rank (pJ)
system.mem_ctrls_0.totalEnergy           19151932926075                       # Total energy per rank (pJ)
system.mem_ctrls_0.averagePower            598.148356                       # Core power per rank (mW)
system.mem_ctrls_0.totalIdleTime         24360409595000                       # Total Idle time Per DRAM Rank
system.mem_ctrls_0.memoryStateTime::IDLE  36587627231                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::REF  1053585480000                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::SREF 635795143064                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::PRE_PDN 706352934346                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT  6568117460755                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT_PDN 23018261577806                       # Time in different power states
system.mem_ctrls_1.actEnergy             451332152040                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_1.preEnergy             239888727870                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_1.readEnergy            1021240411800                       # Energy for read commands per rank (pJ)
system.mem_ctrls_1.writeEnergy           533422372680                       # Energy for write commands per rank (pJ)
system.mem_ctrls_1.refreshEnergy         2486983412160.000488                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_1.actBackEnergy         3420634342170                       # Energy for active background per rank (pJ)
system.mem_ctrls_1.preBackEnergy          64845123840                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_1.actPowerDownEnergy    10477595463390                       # Energy for active power-down per rank (pJ)
system.mem_ctrls_1.prePowerDownEnergy    267521824800                       # Energy for precharge power-down per rank (pJ)
system.mem_ctrls_1.selfRefreshEnergy     174189762555                       # Energy for self refresh per rank (pJ)
system.mem_ctrls_1.totalEnergy           19137777120975                       # Total energy per rank (pJ)
system.mem_ctrls_1.averagePower            597.706245                       # Core power per rank (mW)
system.mem_ctrls_1.totalIdleTime         24348155910701                       # Total Idle time Per DRAM Rank
system.mem_ctrls_1.memoryStateTime::IDLE  33290277619                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::REF  1052185728000                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::SREF 674312568857                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::PRE_PDN 696597615830                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT  6585068236165                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT_PDN 22977245796731                       # Time in different power states
system.pwrStateResidencyTicks::UNDEFINED 32018700223202                       # Cumulative time (in ticks) in various power states
system.cpu0.branchPred.lookups                     94                       # Number of BP lookups
system.cpu0.branchPred.condPredicted               94                       # Number of conditional branches predicted
system.cpu0.branchPred.condIncorrect               50                       # Number of conditional branches incorrect
system.cpu0.branchPred.BTBLookups                  84                       # Number of BTB lookups
system.cpu0.branchPred.BTBHits                      0                       # Number of BTB hits
system.cpu0.branchPred.BTBCorrect                   0                       # Number of correct BTB predictions (this stat may not work properly.
system.cpu0.branchPred.BTBHitPct             0.000000                       # BTB Hit Percentage
system.cpu0.branchPred.usedRAS                      0                       # Number of times the RAS was used to get a target.
system.cpu0.branchPred.RASInCorrect                 0                       # Number of incorrect RAS predictions.
system.cpu0.branchPred.indirectLookups             84                       # Number of indirect predictor lookups.
system.cpu0.branchPred.indirectHits                23                       # Number of indirect target hits.
system.cpu0.branchPred.indirectMisses              61                       # Number of indirect misses.
system.cpu0.branchPredindirectMispredicted           40                       # Number of mispredicted indirect branches.
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts
system.cpu_clk_domain.clock                       833                       # Clock period in ticks
system.cpu0.dtb.walker.pwrStateResidencyTicks::UNDEFINED 32018700223202                       # Cumulative time (in ticks) in various power states
system.cpu0.apic_clk_domain.clock               13328                       # Clock period in ticks
system.cpu0.interrupts.pwrStateResidencyTicks::UNDEFINED 32018700223202                       # Cumulative time (in ticks) in various power states
system.cpu0.itb.walker.pwrStateResidencyTicks::UNDEFINED 32018700223202                       # Cumulative time (in ticks) in various power states
system.cpu0.workload.num_syscalls                  50                       # Number of system calls
system.cpu0.pwrStateResidencyTicks::ON   32018700223202                       # Cumulative time (in ticks) in various power states
system.cpu0.numCycles                      1785406495                       # number of cpu cycles simulated
system.cpu0.numWorkItemsStarted                     0                       # number of work items this cpu started
system.cpu0.numWorkItemsCompleted                   0                       # number of work items this cpu completed
system.cpu0.committedInsts                  602016656                       # Number of instructions committed
