
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.003852                       # Number of seconds simulated
system.mem_ctrls.num_reads::switch_cpus1.data         2600                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus2.inst          807                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::switch_cpus2.data         2694                       # Number of read requests responded to by this memory
system.mem_ctrls.num_reads::total               10461                       # Number of read requests responded to by this memory
system.mem_ctrls.num_writes::writebacks           821                       # Number of write requests responded to by this memory
system.mem_ctrls.num_writes::total                821                       # Number of write requests responded to by this memory
system.mem_ctrls.bw_read::cpu0.inst             33231                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu0.data             83077                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu1.inst             33231                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu1.data             83077                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu2.inst             33231                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::cpu2.data             83077                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus0.inst     13358838                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus0.data     45327004                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus1.inst     13408685                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus1.data     43200224                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus2.inst     13408685                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::switch_cpus2.data     44762078                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_read::total             173814438                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu0.inst        33231                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu1.inst        33231                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::cpu2.inst        33231                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus0.inst     13358838                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus1.inst     13408685                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::switch_cpus2.inst     13408685                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_inst_read::total         40275901                       # Instruction read bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::writebacks        13641301                       # Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_write::total             13641301                       # Write bandwidth from this memory (bytes/s)
system.mem_ctrls.bw_total::writebacks        13641301                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu0.inst            33231                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu0.data            83077                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu1.inst            33231                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu1.data            83077                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu2.inst            33231                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::cpu2.data            83077                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus0.inst     13358838                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus0.data     45327004                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus1.inst     13408685                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus1.data     43200224                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus2.inst     13408685                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::switch_cpus2.data     44762078                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.bw_total::total            187455739                       # Total bandwidth to/from this memory (bytes/s)
system.mem_ctrls.readReqs                       10440                       # Number of read requests accepted
system.mem_ctrls.writeReqs                        821                       # Number of write requests accepted
system.mem_ctrls.readBursts                     10440                       # Number of DRAM read bursts, including those serviced by the write queue
system.mem_ctrls.writeBursts                      821                       # Number of DRAM write bursts, including those merged in the write queue
system.mem_ctrls.bytesReadDRAM                 648640                       # Total number of bytes read from DRAM
system.mem_ctrls.bytesReadWrQ                   19520                       # Total number of bytes read from write queue
system.mem_ctrls.bytesWritten                   46080                       # Total number of bytes written to DRAM
system.mem_ctrls.bytesReadSys                  668160                       # Total read bytes from the system interface side
system.mem_ctrls.bytesWrittenSys                52544                       # Total written bytes from the system interface side
system.mem_ctrls.servicedByWrQ                    305                       # Number of DRAM read bursts serviced by the write queue
system.mem_ctrls.mergedWrBursts                    71                       # Number of DRAM write bursts merged with an existing one
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write
system.mem_ctrls.perBankRdBursts::0              1065                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::1              1657                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::2               536                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::3               194                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::4               267                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::5               870                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::6               842                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::7               641                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::8               716                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::9               605                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::10              193                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::11              257                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::12              236                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::13              826                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::14              562                       # Per bank write bursts
system.mem_ctrls.perBankRdBursts::15              668                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::0               210                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::1               205                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::2                 1                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::3                 2                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::4                24                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::5                66                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::6                17                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::7                 0                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::8                 0                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::9                 0                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::10                0                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::11                6                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::12                8                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::13               42                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::14               17                       # Per bank write bursts
system.mem_ctrls.perBankWrBursts::15              122                       # Per bank write bursts
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry
system.mem_ctrls.totGap                    3851577919                       # Total gap between requests
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::6                 10440                       # Read request sizes (log2)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::6                  821                       # Write request sizes (log2)
system.mem_ctrls.rdQLenPdf::0                    7438                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::1                    2321                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::2                     376                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::3                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::4                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::5                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::15                     23                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::16                     26                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::17                     40                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::18                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::19                     44                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::20                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::21                     44                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::22                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::23                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::24                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::25                     44                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::26                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::27                     44                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::28                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::29                     43                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::30                     42                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::31                     42                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::32                     42                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::33                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::34                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::35                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::36                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::37                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::38                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::39                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::40                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::41                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::42                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::43                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::44                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::45                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::46                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::47                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::48                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::49                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::50                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::51                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::52                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::53                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::54                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::55                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::56                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::57                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::58                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see
system.mem_ctrls.bytesPerActivate::samples         6434                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::mean    107.946534                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::gmean    86.356898                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::stdev   113.880865                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::0-127         4646     72.21%     72.21% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::128-255         1297     20.16%     92.37% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::256-383          264      4.10%     96.47% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::384-511          102      1.59%     98.06% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::512-639           44      0.68%     98.74% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::640-767           31      0.48%     99.22% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::768-895           11      0.17%     99.39% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::896-1023            8      0.12%     99.52% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::1024-1151           31      0.48%    100.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::total         6434                       # Bytes accessed per row activation
system.mem_ctrls.rdPerTurnAround::samples           42                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::mean     238.928571                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::gmean    115.870714                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::stdev    699.929940                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::0-255            37     88.10%     88.10% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::256-511            3      7.14%     95.24% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::512-767            1      2.38%     97.62% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::4608-4863            1      2.38%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::total            42                       # Reads before turning the bus around for writes
system.mem_ctrls.wrPerTurnAround::samples           42                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::mean      17.142857                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::gmean     17.114092                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::stdev      1.001741                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::16               17     40.48%     40.48% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::17                3      7.14%     47.62% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::18               21     50.00%     97.62% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::19                1      2.38%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::total            42                       # Writes before turning the bus around for reads
system.mem_ctrls.totQLat                    326472213                       # Total ticks spent queuing
system.mem_ctrls.totMemAccLat               516503463                       # Total ticks spent from burst creation until serviced by the DRAM
system.mem_ctrls.totBusLat                   50675000                       # Total ticks spent in databus transfers
system.mem_ctrls.avgQLat                     32212.35                       # Average queueing delay per DRAM burst
system.mem_ctrls.avgBusLat                    5000.00                       # Average bus latency per DRAM burst
system.mem_ctrls.avgMemAccLat                50962.35                       # Average memory access latency per DRAM burst
system.mem_ctrls.avgRdBW                       168.40                       # Average DRAM read bandwidth in MiByte/s
system.mem_ctrls.avgWrBW                        11.96                       # Average achieved write bandwidth in MiByte/s
system.mem_ctrls.avgRdBWSys                    173.47                       # Average system read bandwidth in MiByte/s
system.mem_ctrls.avgWrBWSys                     13.64                       # Average system write bandwidth in MiByte/s
system.mem_ctrls.peakBW                      12800.00                       # Theoretical peak bandwidth in MiByte/s
system.mem_ctrls.busUtil                         1.41                       # Data bus utilization in percentage
system.mem_ctrls.busUtilRead                     1.32                       # Data bus utilization in percentage for reads
system.mem_ctrls.busUtilWrite                    0.09                       # Data bus utilization in percentage for writes
system.mem_ctrls.avgRdQLen                       1.10                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                      22.96                       # Average write queue length when enqueuing
system.mem_ctrls.readRowHits                     4000                       # Number of row buffer hits during reads
system.mem_ctrls.writeRowHits                     418                       # Number of row buffer hits during writes
system.mem_ctrls.readRowHitRate                 39.47                       # Row buffer hit rate for reads
system.mem_ctrls.writeRowHitRate                55.73                       # Row buffer hit rate for writes
system.mem_ctrls.avgGap                     342028.05                       # Average gap between requests
system.mem_ctrls.pageHitRate                    40.59                       # Row buffer hit rate, read and write combined
system.mem_ctrls_0.actEnergy                 27331920                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_0.preEnergy                 14515875                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_0.readEnergy                43354080                       # Energy for read commands per rank (pJ)
system.mem_ctrls_0.writeEnergy                2740500                       # Energy for write commands per rank (pJ)
system.mem_ctrls_0.refreshEnergy         301173600.000000                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_0.actBackEnergy            164593770                       # Energy for active background per rank (pJ)
system.mem_ctrls_0.preBackEnergy             10515840                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_0.actPowerDownEnergy      1053687180                       # Energy for active power-down per rank (pJ)
system.mem_ctrls_0.prePowerDownEnergy       320926560                       # Energy for precharge power-down per rank (pJ)
system.mem_ctrls_0.selfRefreshEnergy         97681170                       # Energy for self refresh per rank (pJ)
system.mem_ctrls_0.totalEnergy             2036721435                       # Total energy per rank (pJ)
system.mem_ctrls_0.averagePower            528.768248                       # Core power per rank (mW)
system.mem_ctrls_0.totalIdleTime           3462821098                       # Total Idle time Per DRAM Rank
system.mem_ctrls_0.memoryStateTime::IDLE     13020580                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::REF     127646000                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::SREF    316578074                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::PRE_PDN    835729584                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT     248117869                       # Time in different power states
system.mem_ctrls_0.memoryStateTime::ACT_PDN   2310729813                       # Time in different power states
system.mem_ctrls_1.actEnergy                 18628260                       # Energy for activate commands per rank (pJ)
system.mem_ctrls_1.preEnergy                  9901155                       # Energy for precharge commands per rank (pJ)
system.mem_ctrls_1.readEnergy                29009820                       # Energy for read commands per rank (pJ)
system.mem_ctrls_1.writeEnergy                1017900                       # Energy for write commands per rank (pJ)
system.mem_ctrls_1.refreshEnergy         290724720.000000                       # Energy for refresh commands per rank (pJ)
system.mem_ctrls_1.actBackEnergy            133553280                       # Energy for active background per rank (pJ)
system.mem_ctrls_1.preBackEnergy             14143200                       # Energy for precharge background per rank (pJ)
system.mem_ctrls_1.actPowerDownEnergy       826007520                       # Energy for active power-down per rank (pJ)
system.mem_ctrls_1.prePowerDownEnergy       391680480                       # Energy for precharge power-down per rank (pJ)
system.mem_ctrls_1.selfRefreshEnergy        205526880                       # Energy for self refresh per rank (pJ)
system.mem_ctrls_1.totalEnergy             1920195615                       # Total energy per rank (pJ)
system.mem_ctrls_1.averagePower            498.516122                       # Core power per rank (mW)
system.mem_ctrls_1.totalIdleTime           3519348810                       # Total Idle time Per DRAM Rank
system.mem_ctrls_1.memoryStateTime::IDLE     23644207                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::REF     123430000                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::SREF    690677670                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::PRE_PDN   1020001854                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT     182714289                       # Time in different power states
system.mem_ctrls_1.memoryStateTime::ACT_PDN   1811353900                       # Time in different power states
system.pwrStateResidencyTicks::UNDEFINED 1425819643920                       # Cumulative time (in ticks) in various power states
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts
system.cpu_clk_domain.clock                       833                       # Clock period in ticks
system.cpu0.dtb.walker.pwrStateResidencyTicks::UNDEFINED 1425819643920                       # Cumulative time (in ticks) in various power states
system.cpu0.apic_clk_domain.clock               13328                       # Clock period in ticks
system.cpu0.interrupts.pwrStateResidencyTicks::UNDEFINED 1425819643920                       # Cumulative time (in ticks) in various power states
system.cpu0.itb.walker.pwrStateResidencyTicks::UNDEFINED 1425819643920                       # Cumulative time (in ticks) in various power states
system.cpu0.workload.num_syscalls                   0                       # Number of system calls
